Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3NWOJIE7F5PYR901W2EET9CBXC66VR,2019-12-01 01:43:05 -0800,2019-12-01 07:53:22 -0800,AssignmentPayment,,AHV4U78TUUDKI,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,38SKSKU7R1XI8H98FWTODECY7P9LI8
3CIYP1VW4E7R5VBYPPBJ3ZUBQP22GQ,2019-12-01 01:43:05 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,38SKSKU7R1XI8H98FWTODECY7P9LI8
3AKITN0Q5NA1CHJYLQI01RYOK9C22Z,2019-12-01 01:43:05 -0800,2019-12-01 07:08:01 -0800,AssignmentPayment,,A29KVQZTT1HGBU,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,38F5OAUN5NCJX19M5KATUXTICSJ7HM
3LB8YI0DZ86YG3VH0I97J9X44APXN4,2019-12-01 01:43:05 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,38F5OAUN5NCJX19M5KATUXTICSJ7HM
3UW8YGE4E1Z1XJ0GAZBKUOBUWTM939,2019-12-01 01:43:05 -0800,2019-12-01 07:43:55 -0800,AssignmentPayment,,A1OCEC1TBE3CWA,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,388U7OUMF71I4KN5GQ1ETML1RNB0RC
3PCXT1P7UJFP0M7JHM7F1N0B1PQ4OC,2019-12-01 01:43:05 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,388U7OUMF71I4KN5GQ1ETML1RNB0RC
3O1HIVKLFNOK5XEYHY4Q82KQQ3HBAH,2019-12-01 01:43:05 -0800,2019-12-01 06:38:02 -0800,AssignmentPayment,,A2I37S7GQR6X1H,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,386PBUZZXFXE3STEXEEOPFRYK4UJLE
3NTORMD0DXVY5TKU1MM8TDEXT9T6V1,2019-12-01 01:43:05 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,386PBUZZXFXE3STEXEEOPFRYK4UJLE
3DV6WC8J7OIY5MKX1KIFCRTU1UD7M9,2019-12-01 01:43:06 -0800,2019-12-01 07:54:33 -0800,AssignmentPayment,,A13ZMMHQFG93RV,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,392CY0QWG1RMA92N94U7RXANL3BI49
3601ZO3UYEIXXKWG0MLUGWMAX0I37Y,2019-12-01 01:43:06 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,392CY0QWG1RMA92N94U7RXANL3BI49
3SS4GQ4ADJ8M5P59E0XS4VIZWUS7OO,2019-12-01 01:43:06 -0800,2019-12-01 08:03:49 -0800,AssignmentPayment,,A1UBV2NP7OVDVV,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39JEC7537U1URJZ21QZ8PKC5LIKVCS
3V0NRL5MNLCPYDX0SI313BC4APOBTB,2019-12-01 01:43:06 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39JEC7537U1URJZ21QZ8PKC5LIKVCS
3GTJSA5AHCJ4BK47B4E1M88FBFIYCJ,2019-12-01 01:43:06 -0800,2019-12-01 08:50:45 -0800,AssignmentPayment,,A1OX5KXDZAVQPJ,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39L1G8WVWQRQS7NL1J4IPT1VQ1131E
3YEUYAA9LJ9WBG01XEVJS83WTSATX0,2019-12-01 01:43:06 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39L1G8WVWQRQS7NL1J4IPT1VQ1131E
3J1248OJCU6BFVYLP41OU6VM4N824V,2019-12-01 01:43:06 -0800,2019-12-01 05:35:56 -0800,AssignmentPayment,,A2K6GAHX04JMQJ,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,38YMOXR4MUZIQRQ6H9R1PM39W5D6WN
3I9SCERJUYUYJO7UGXMZNY2Z4PQXP0,2019-12-01 01:43:06 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,38YMOXR4MUZIQRQ6H9R1PM39W5D6WN
33CNS1VQ849PUI2Z8SU3R4F00EE26G,2019-12-01 01:43:06 -0800,2019-12-01 06:28:31 -0800,AssignmentPayment,,A5WAWW70PYRP,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39DD6S19JPBQX1OQYEU60EP4U54EZ5
32NO3KM9IYXJV1N9TPQOST2E57EXRS,2019-12-01 01:43:06 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39DD6S19JPBQX1OQYEU60EP4U54EZ5
3O0GZ8R0BIOCYWLN17R1BIBR694282,2019-12-01 01:43:06 -0800,2019-12-01 05:13:45 -0800,AssignmentPayment,,A229YGAMHVF77H,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39KFRKBFINVC42RAW6VJRJAGSDKYOG
3YEUYAA9LJ9WBG01XEVJS83WTSBXT5,2019-12-01 01:43:06 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39KFRKBFINVC42RAW6VJRJAGSDKYOG
3VXRL9Z8J178YCBW1C0HEXAEQ62BCJ,2019-12-01 01:43:06 -0800,2019-12-01 06:09:35 -0800,AssignmentPayment,,AYXN53TNFG71P,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3907X2AHF054OHA4IL137FE1N372P6
3DHOU7PDTC8Q9IPP11NQHYBI9K16X4,2019-12-01 01:43:06 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3907X2AHF054OHA4IL137FE1N372P6
35050W3M2P0NVAVAX36C4LAHBIFBEC,2019-12-01 01:43:06 -0800,2019-12-01 08:14:44 -0800,AssignmentPayment,,A1HKJC0XNYEYCU,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39ASUFLU6X71S6OBXW6L3T9TM5HXE2
3DK96K5S64CFEDP42JBBEJRTHKZ6Z1,2019-12-01 01:43:06 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39ASUFLU6X71S6OBXW6L3T9TM5HXE2
3J83JSQRR4JGWEM9XKW49DBN6G9GA3,2019-12-01 01:43:06 -0800,2019-12-01 05:43:22 -0800,AssignmentPayment,,A2MEM0P4XT9PN7,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39JEC7537U1URJZ21QZ8PKC5LISVC0
31VDFL87ZYS4B51PXD3G4T0P7A4BVR,2019-12-01 01:43:06 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39JEC7537U1URJZ21QZ8PKC5LISVC0
3PVIZTMM9O7RL224QO0GU2ACVHETN7,2019-12-01 01:43:07 -0800,2019-12-01 06:51:39 -0800,AssignmentPayment,,A18T7E73TNGOKP,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39U1BHVTDLRR1RZU32OSVZKQIK03TV
3MHPOXNZDDF84N6M8PA77ZL6DGGP8J,2019-12-01 01:43:07 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39U1BHVTDLRR1RZU32OSVZKQIK03TV
3QWX7X9O00CJ8IOL7VKWCW8IWRVYEC,2019-12-01 01:43:07 -0800,2019-12-01 05:53:00 -0800,AssignmentPayment,,AXTFSJDN2YLO5,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39LOEL67OS58377604DX43O347738Y
3YHFANQOYBDLGB0GYWJ4PTJ71S8TZX,2019-12-01 01:43:07 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39LOEL67OS58377604DX43O347738Y
34BKBBSCTF9HSWKCDQAKCZTU97AYGT,2019-12-01 01:43:07 -0800,2019-12-01 07:00:38 -0800,AssignmentPayment,,A2J8IMRYEO6ZIM,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39N5ACM9HENFO1V33UGIH2MFT9X9PL
3XXOIYEYC8H3LSUXQQ0M2VLX7R2U10,2019-12-01 01:43:07 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39N5ACM9HENFO1V33UGIH2MFT9X9PL
3RFYUZLRQDTVONQ73EANXB6AOK2YIL,2019-12-01 01:43:07 -0800,2019-12-01 05:21:11 -0800,AssignmentPayment,,A3VPKMJZ24RUI,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39OWYR0EPKRIYPEHX3CT4P120CKFY2
336529ZM5FOZVV8CDUE5QO0U5BGU3S,2019-12-01 01:43:07 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39OWYR0EPKRIYPEHX3CT4P120CKFY2
3BGJJ47BLX94BYNKOIZD9L9EAPD95Z,2019-12-01 01:43:07 -0800,2019-12-01 08:17:15 -0800,AssignmentPayment,,AWO09MTCFGHLK,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39RP059MEHTSRRDN9Y2MR4NAC49MBW
3NWBPSV2K7FSLYKZWZZJQSVBGQ84QK,2019-12-01 01:43:07 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39RP059MEHTSRRDN9Y2MR4NAC49MBW
3MOA3EBI3OVXZ3QG1ZCN3TKK0RLDU2,2019-12-01 01:43:07 -0800,2019-12-01 07:43:15 -0800,AssignmentPayment,,AWKP0M7G5BBCC,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39O5D9O87TSAFAXJHGT26PKMUY73CJ
3GMS2X25WNXWRF02ZEKGV12DVGD9FR,2019-12-01 01:43:07 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39O5D9O87TSAFAXJHGT26PKMUY73CJ
3Q4DM65EVI24PTJ7HYSVF81B6JUGC5,2019-12-01 01:43:07 -0800,2019-12-01 06:38:52 -0800,AssignmentPayment,,A1FHR5P6PG6E5Q,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39L1G8WVWQRQS7NL1J4IPT1VQ1E13P
3RJDI6KKFD5WFU6KXS4YSEXANLCBXU,2019-12-01 01:43:07 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39L1G8WVWQRQS7NL1J4IPT1VQ1E13P
307R1T9SE6VJMR3LDPYQ5W1ERV7GEY,2019-12-01 01:43:07 -0800,2019-12-01 05:36:53 -0800,AssignmentPayment,,A1LXWWKE2YB3AL,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39N5ACM9HENFO1V33UGIH2MFT9PP9T
3RMYUJ0ZS59LKP6ZYASJPZDLVLABZR,2019-12-01 01:43:07 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39N5ACM9HENFO1V33UGIH2MFT9PP9T
3MT2DPDS4EVRONEH63D8YRF7VWFTP3,2019-12-01 01:43:08 -0800,2019-12-01 05:40:18 -0800,AssignmentPayment,,AIUOH9YE27PQ2,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AAJC4I4FGSY8HAICF5XXU2WZD0JZV
3FOWK7QDS0JMNBZ15NUL3QR134GPAN,2019-12-01 01:43:08 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AAJC4I4FGSY8HAICF5XXU2WZD0JZV
367Y4V8ISEYC00UWJVHX3MFMWE3TRV,2019-12-01 01:43:08 -0800,2019-12-01 08:34:02 -0800,AssignmentPayment,,AAAZMNHQO1PQM,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3ATTHHXXWAOD8BQXTFWCO87LEYIXI5
3MK6NL50WE2AGQWZP1QC9LHP371PCP,2019-12-01 01:43:08 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3ATTHHXXWAOD8BQXTFWCO87LEYIXI5
35YMNEIPARPMUIGV3HVZARLNGORYKW,2019-12-01 01:43:08 -0800,2019-12-01 07:59:38 -0800,AssignmentPayment,,A1H8AABW86LBCO,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39ZSFO5CA8WHMIG86S6PG2NHXVVUJR
3KQGNXSTCBY29AVGRD2Y5LYEJ77U5I,2019-12-01 01:43:08 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,39ZSFO5CA8WHMIG86S6PG2NHXVVUJR
30N52V47WKK4464MCOU2RE6JRS73OG,2019-12-01 01:43:08 -0800,2019-12-01 08:00:19 -0800,AssignmentPayment,,A2WD7K61WGL37E,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AAPLD8UCCH6VZ6TINDUZTL01PAHT8
3KF2KGMK51V2WWR20QENYTIV7L5Z93,2019-12-01 01:43:08 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AAPLD8UCCH6VZ6TINDUZTL01PAHT8
3DKOM3QKVK2QVY5WWHFWHU9WDNE6XU,2019-12-01 01:43:08 -0800,2019-12-01 06:55:57 -0800,AssignmentPayment,,A3AHAY1VIJDCGX,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AQF3RZ558IGF54BRKH1LYH912MF6X
3ZMC8POB1CR51MHTFDBMOB7R52U2II,2019-12-01 01:43:08 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AQF3RZ558IGF54BRKH1LYH912MF6X
3AUEJ7OA9FANCLPWR8CUL1EGWLW99Q,2019-12-01 01:43:08 -0800,2019-12-01 05:23:12 -0800,AssignmentPayment,,ATFZIHOC6ITKH,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AMYWKA6YBMALIH4QN0R8SQNT3DO6S
3SYXLBLT5MDKDRRGD8JO0TS0JBE4UP,2019-12-01 01:43:08 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AMYWKA6YBMALIH4QN0R8SQNT3DO6S
3HEY3HWUG4AAR7FLWZROLH5HL7WDW1,2019-12-01 01:43:08 -0800,2019-12-01 05:14:16 -0800,AssignmentPayment,,A2I9PUZT19ZBO8,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3A7Y0R2P2OO93MA3BXHC09MLRD3XJD
3V9WGGQYBKVG5BR8U48GYMEQBVQ9HP,2019-12-01 01:43:08 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3A7Y0R2P2OO93MA3BXHC09MLRD3XJD
3EME57SG7LSH65ZCJKOE5ZMQ4BMGGF,2019-12-01 01:43:08 -0800,2019-12-01 06:21:07 -0800,AssignmentPayment,,AS6QMZB32HHYF,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3A9AA95ATWMWNETR04315MHD7D9P55
32G8E8PS64H7ZYDX4ZFM8PZR0RXC1A,2019-12-01 01:43:08 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3A9AA95ATWMWNETR04315MHD7D9P55
32Y4ZLWIVZAPGF7ONKMS31G4KZ0TT8,2019-12-01 01:43:09 -0800,2019-12-01 05:58:05 -0800,AssignmentPayment,,ADJNEKYVF2F8Q,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C2NJ6JBKAH4LWYR26OB3Q96NO9N2Y
3WNK289EF2VPDOGDLSW7Z9HSOJEPEI,2019-12-01 01:43:09 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C2NJ6JBKAH4LWYR26OB3Q96NO9N2Y
3TR1KC236IVHK6GYOT8FP4DR5TMYM1,2019-12-01 01:43:09 -0800,2019-12-01 06:37:47 -0800,AssignmentPayment,,A1IH635HP1ZZ79,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3BV8HQ2ZZW1LJEN3G4V97X6I4MAA6G
3VB4G4ZPMECHWE9ZF6HV35CAAD2U7X,2019-12-01 01:43:09 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3BV8HQ2ZZW1LJEN3G4V97X6I4MAA6G
3DN9YG6Z8C6F0T5BXZ3HEFP7LNC6ZR,2019-12-01 01:43:09 -0800,2019-12-01 08:38:51 -0800,AssignmentPayment,,A35B3MUSTS0CPG,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AZHRG4CU4KQLI23500IBOILL9A30Q
3D5014L9LQNW7H7HFGWY1RM4X6J2KT,2019-12-01 01:43:09 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AZHRG4CU4KQLI23500IBOILL9A30Q
3H1ATA2PWJO60E4TPSQQC796KLZ9B0,2019-12-01 01:43:09 -0800,2019-12-01 06:02:06 -0800,AssignmentPayment,,A2UCO1QAJ36RQ9,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C44YUNSI1PRRR8KFALK3Y55KUWPD2
3NOLLE65I2SX5VGL88YPIHDX4RP4WO,2019-12-01 01:43:09 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C44YUNSI1PRRR8KFALK3Y55KUWPD2
3JFS4AMAV4XLFOR13YW04OVTOYUBGT,2019-12-01 01:43:09 -0800,2019-12-01 06:24:57 -0800,AssignmentPayment,,A2XDJMVXSN19L6,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3BF51CHDTVA5FQ92KLPKFIJV4ED0HF
30RKFDI657B1NHI1DI7BS37DZG671C,2019-12-01 01:43:09 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3BF51CHDTVA5FQ92KLPKFIJV4ED0HF
35E1OT9AVH2EGCALB09C6EQXWFWDY0,2019-12-01 01:43:09 -0800,2019-12-01 06:48:00 -0800,AssignmentPayment,,A2MYLV7DGUL42B,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3BWI6RSP7G97DRIKFJ2N9UW5KCZE7L
3ZNF495V949CWHMYI4B1AZU5ONU9JU,2019-12-01 01:43:09 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3BWI6RSP7G97DRIKFJ2N9UW5KCZE7L
31QSOVLV4JCV2W5798OHQBZ6JOEGI7,2019-12-01 01:43:09 -0800,2019-12-01 06:25:38 -0800,AssignmentPayment,,A3LSXZR843QSGC,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AUQQEL7U5TAXR4MPA6OUJA4CTVV07
38PPYJAGZBO391RCR3T5WIEOYBBC32,2019-12-01 01:43:09 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3AUQQEL7U5TAXR4MPA6OUJA4CTVV07
38TUNLZ37CQ4T7BDSFM74J4PHKGTVO,2019-12-01 01:43:10 -0800,2019-12-01 07:50:19 -0800,AssignmentPayment,,A11BACV6DY5S8M,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C5W7UE9CFQZ4UGOEUU4G1E2V7WXMF
3A276MS28HSNX2C4RNMVZC241ZTPGZ,2019-12-01 01:43:10 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C5W7UE9CFQZ4UGOEUU4G1E2V7WXMF
38OZ4QYUCDL5K91A19NSH82W0T1YOG,2019-12-01 01:43:10 -0800,2019-12-01 07:02:48 -0800,AssignmentPayment,,A22CJQU0EY6SV0,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CFJTT4SXTQJTWK6B2SEU9UXC537IK
3J4BN09S0TZLAXXSU3FFH13G53QU99,2019-12-01 01:43:10 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CFJTT4SXTQJTWK6B2SEU9UXC537IK
30UK79JD7F519XY88YZHSZ5R3JJ712,2019-12-01 01:43:10 -0800,2019-12-01 05:37:09 -0800,AssignmentPayment,,A2CPH1GG69DQ4H,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CFVK00FWLL2FXE7DVKZGBMTYYF6L0
31YFY25NHHTRX57K0S9EG4E8MBE2MY,2019-12-01 01:43:10 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CFVK00FWLL2FXE7DVKZGBMTYYF6L0
3H7NVIUEQ5SQHKE2Y5BF79HMWX42A6,2019-12-01 01:43:10 -0800,2019-12-01 08:00:43 -0800,AssignmentPayment,,A1W15HBCXQBVRT,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3COPXFW7XBCZ5XEU7R777B0V43VPKH
349KMADUXWPBO84Q29VYTQRHQDRXVL,2019-12-01 01:43:10 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3COPXFW7XBCZ5XEU7R777B0V43VPKH
36J6NYFPS2HZBFXWTMW3P0893BMBIL,2019-12-01 01:43:10 -0800,2019-12-01 06:17:24 -0800,AssignmentPayment,,A320QA9HJFUOZO,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C6FJU71TQT7H7B7SS7SQP25AZTUYA
3601ZO3UYEIXXKWG0MLUGWMAX0K734,2019-12-01 01:43:10 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C6FJU71TQT7H7B7SS7SQP25AZTUYA
3K2UGDCNCGDQHANKTPHF2GNMVFBBKW,2019-12-01 01:43:10 -0800,2019-12-01 05:28:03 -0800,AssignmentPayment,,AWNIQVI2SDPMO,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C8HJ7UOP7UO9PG3FCIPDMUD374MZB
3NKCKCW15AS0BZJKE59NVTKUBWB75U,2019-12-01 01:43:10 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3C8HJ7UOP7UO9PG3FCIPDMUD374MZB
38V9DBW187JL7YNNE1UVHTFQKK6BM1,2019-12-01 01:43:10 -0800,2019-12-01 06:25:15 -0800,AssignmentPayment,,A2HX13XTRKDD9C,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3COPXFW7XBCZ5XEU7R777B0V43TKPA
3Y50DJ3XFD6FY3X32YOKTDYQ226779,2019-12-01 01:43:10 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3COPXFW7XBCZ5XEU7R777B0V43TKPA
3F9GHAITOX8M8RVV9B9T3REJBS3GKI,2019-12-01 01:43:10 -0800,2019-12-01 06:19:08 -0800,AssignmentPayment,,A249EWKM1EOARK,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CN4LGXD5XO809HSDMGADL4BBM64YY
3P90J73N67Y6NGEG5MHYBFC8C72C5S,2019-12-01 01:43:10 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CN4LGXD5XO809HSDMGADL4BBM64YY
368D0H4P21L85LEQGMFW6DXWFUJYQO,2019-12-01 01:43:11 -0800,2019-12-01 08:53:09 -0800,AssignmentPayment,,A2NO3INIAH38T,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CP1TO84PT10V7SLY6SP999KW3D52U
3QB7X3N7NXD4YQCPSNTB87Y6T3TUBJ,2019-12-01 01:43:11 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CP1TO84PT10V7SLY6SP999KW3D52U
3O3XYW91UJBEAZB0IJ76D47AW0P2C8,2019-12-01 01:43:11 -0800,2019-12-01 06:57:34 -0800,AssignmentPayment,,A1G6DFTYUM578N,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CP1TO84PT10V7SLY6SP999KW3L25Z
36A3QS4CT6CZM31FT030IS88J9FELB,2019-12-01 01:43:11 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CP1TO84PT10V7SLY6SP999KW3L25Z
3DBD7PPTA2CZFB2D3OHW7XX6N6B9D7,2019-12-01 01:43:11 -0800,2019-12-01 08:39:53 -0800,AssignmentPayment,,AYYSG3O9FNU15,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CP1TO84PT10V7SLY6SP999KW3A25O
3BOO6QJLXFK1U0BLN9GD3EYDFZP4YN,2019-12-01 01:43:11 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3CP1TO84PT10V7SLY6SP999KW3A25O
